Artist,Title,Album,Year,Filename,Analysis
Billboard Top 100 Hits Of 1957,069 - Don Rondo - White Silver Sands,,,Billboard Top 100 Hits Of 1957 - 069 - Don Rondo - White Silver Sands.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,077 - Bonnie Guitar - Dark Moon,,,Billboard Top 100 Hits Of 1957 - 077 - Bonnie Guitar - Dark Moon.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,083 - Sal Mineo - Start Movin' In My Direction,,,Billboard Top 100 Hits Of 1957 - 083 - Sal Mineo - Start Movin' In My Direction.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1957,053 - Bobby Helms - You Are My Special Angel,,,Billboard Top 100 Hits Of 1957 - 053 - Bobby Helms - You Are My Special Angel.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,007 - Guy Mitchell - Singing The Blues,,,Billboard Top 100 Hits Of 1957 - 007 - Guy Mitchell - Singing The Blues.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,035 - The Rays - Silhouettes,,,Billboard Top 100 Hits Of 1957 - 035 - The Rays - Silhouettes.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,066 - Tony Bennett - In The Middle Of An Island,,,Billboard Top 100 Hits Of 1957 - 066 - Tony Bennett - In The Middle Of An Island.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,084 - Chuck Willis - CC Rider,,,Billboard Top 100 Hits Of 1957 - 084 - Chuck Willis - CC Rider.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,054 - Billy Ward & His Dominoes - Stardust,,,Billboard Top 100 Hits Of 1957 - 054 - Billy Ward & His Dominoes - Stardust.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1957,058 - Pat Boone - Why Baby Why,,,Billboard Top 100 Hits Of 1957 - 058 - Pat Boone - Why Baby Why.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,040 - Nat King Cole - Send For Me,,,Billboard Top 100 Hits Of 1957 - 040 - Nat King Cole - Send For Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,097 - Rusty Draper - Freight Train,,,Billboard Top 100 Hits Of 1957 - 097 - Rusty Draper - Freight Train.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,022 - Chuck Berry - School Days,,,Billboard Top 100 Hits Of 1957 - 022 - Chuck Berry - School Days.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,024 - Paul Anka - Diana,,,Billboard Top 100 Hits Of 1957 - 024 - Paul Anka - Diana.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,074 - The Coasters - Young Blood,,,Billboard Top 100 Hits Of 1957 - 074 - The Coasters - Young Blood.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,063 - Jim Reeves - Four Walls,,,Billboard Top 100 Hits Of 1957 - 063 - Jim Reeves - Four Walls.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,030 - Buddy Holly & The Crickets - That'll Be The Day,,,Billboard Top 100 Hits Of 1957 - 030 - Buddy Holly & The Crickets - That'll Be The Day.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,021 - The Coasters - Searchin',,,Billboard Top 100 Hits Of 1957 - 021 - The Coasters - Searchin'.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,060 - Buddy Knox - Hula Love,,,Billboard Top 100 Hits Of 1957 - 060 - Buddy Knox - Hula Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,059 - Betty Johnson - I Dreamed,,,Billboard Top 100 Hits Of 1957 - 059 - Betty Johnson - I Dreamed.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,071 - The Ames Brothers - Melodie D'amour,,,Billboard Top 100 Hits Of 1957 - 071 - The Ames Brothers - Melodie D'amour.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,064 - Jerry Lewis - Rock-A-Bye Your Baby With A Dixie Melody,,,Billboard Top 100 Hits Of 1957 - 064 - Jerry Lewis - Rock-A-Bye Your Baby With A Dixie Melody.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,092 - Harry Belafonte - Mama Look A Boo Boo Day,,,Billboard Top 100 Hits Of 1957 - 092 - Harry Belafonte - Mama Look A Boo Boo Day.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1957,079 - Chuck Berry - Rock & Roll Music,,,Billboard Top 100 Hits Of 1957 - 079 - Chuck Berry - Rock & Roll Music.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,088 - Pat Boone - Remember You're Mine,,,Billboard Top 100 Hits Of 1957 - 088 - Pat Boone - Remember You're Mine.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,094 - Lavern Baker - Jim Dandy,,,Billboard Top 100 Hits Of 1957 - 094 - Lavern Baker - Jim Dandy.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,085 - Gene Vincent - Lotta Lovin',,,Billboard Top 100 Hits Of 1957 - 085 - Gene Vincent - Lotta Lovin'.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,047 - Patti Page - Old Cape Cod,,,Billboard Top 100 Hits Of 1957 - 047 - Patti Page - Old Cape Cod.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,020 - Sam Cooke - You Send Me,,,Billboard Top 100 Hits Of 1957 - 020 - Sam Cooke - You Send Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,034 - Johnny Mathis - It's Not For Me To Say,,,Billboard Top 100 Hits Of 1957 - 034 - Johnny Mathis - It's Not For Me To Say.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,091 - Larry Williams - Bony Moronie,,,Billboard Top 100 Hits Of 1957 - 091 - Larry Williams - Bony Moronie.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,012 - Debbie Reynolds - Tammy,,,Billboard Top 100 Hits Of 1957 - 012 - Debbie Reynolds - Tammy.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,087 - Fats Domino - Valley Of Tears,,,Billboard Top 100 Hits Of 1957 - 087 - Fats Domino - Valley Of Tears.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1957,043 - Larry Williams - Short Fat Fanny,,,Billboard Top 100 Hits Of 1957 - 043 - Larry Williams - Short Fat Fanny.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,032 - Monotones - Book Of Love,,,Billboard Top 100 Hits Of 1958 - 032 - Monotones - Book Of Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,094 - Hollywood Flames - Buzz-Buzz-Buzz,,,Billboard Top 100 Hits Of 1958 - 094 - Hollywood Flames - Buzz-Buzz-Buzz.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,058 - Earl Grant - The End,,,Billboard Top 100 Hits Of 1958 - 058 - Earl Grant - The End.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,086 - Frankie Avalon - Dede Dinah,,,Billboard Top 100 Hits Of 1958 - 086 - Frankie Avalon - Dede Dinah.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,072 - Chuck Willis - What Am I Living For,,,Billboard Top 100 Hits Of 1958 - 072 - Chuck Willis - What Am I Living For.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,062 - Everly Brothers - Problems,,,Billboard Top 100 Hits Of 1958 - 062 - Everly Brothers - Problems.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,081 - Johnny Cash - Ballad Of A Teenage Queen,,,Billboard Top 100 Hits Of 1958 - 081 - Johnny Cash - Ballad Of A Teenage Queen.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,007 - Perry Como - Catch A Falling Star,,,Billboard Top 100 Hits Of 1958 - 007 - Perry Como - Catch A Falling Star.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,077 - Ed Townsend - For Your Love,,,Billboard Top 100 Hits Of 1958 - 077 - Ed Townsend - For Your Love.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,033 - Tommy Dorsey - Tea For Two Cha Cha,,,Billboard Top 100 Hits Of 1958 - 033 - Tommy Dorsey - Tea For Two Cha Cha.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,059 - Jimmie Rodgers - Kisses Sweeter Than Wine,,,Billboard Top 100 Hits Of 1958 - 059 - Jimmie Rodgers - Kisses Sweeter Than Wine.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,037 - Chordettes - Lollipop,,,Billboard Top 100 Hits Of 1958 - 037 - Chordettes - Lollipop.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,098 - Marty Robins - The Story Of My Life,,,Billboard Top 100 Hits Of 1958 - 098 - Marty Robins - The Story Of My Life.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,066 - Andy Williams - Are You Sincere,,,Billboard Top 100 Hits Of 1958 - 066 - Andy Williams - Are You Sincere.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,096 - Jan And Arnie - Jennie Lee,,,Billboard Top 100 Hits Of 1958 - 096 - Jan And Arnie - Jennie Lee.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,035 - Royal Teens - Short Shorts,,,Billboard Top 100 Hits Of 1958 - 035 - Royal Teens - Short Shorts.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,079 - Art And Dotty Todd - Chanson D'amour [Song Of Love],,,Billboard Top 100 Hits Of 1958 - 079 - Art And Dotty Todd - Chanson D'amour [Song Of Love].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,026 - Jimmy Clanton - Just A Dream,,,Billboard Top 100 Hits Of 1958 - 026 - Jimmy Clanton - Just A Dream.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,027 - McGuire Sisters - Sugartime,,,Billboard Top 100 Hits Of 1958 - 027 - McGuire Sisters - Sugartime.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,099 - Frankie Avalon - I'll Wait For You,,,Billboard Top 100 Hits Of 1958 - 099 - Frankie Avalon - I'll Wait For You.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,038 - Bobby Darin - Splish Splash,,,Billboard Top 100 Hits Of 1958 - 038 - Bobby Darin - Splish Splash.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,052 - The Big Bopper - Chantilly Lace,,,Billboard Top 100 Hits Of 1958 - 052 - The Big Bopper - Chantilly Lace.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,073 - Chuck Berry - Johnny B Goode,,,Billboard Top 100 Hits Of 1958 - 073 - Chuck Berry - Johnny B Goode.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,064 - Will Glahe - Liechtensteiner Polka,,,Billboard Top 100 Hits Of 1958 - 064 - Will Glahe - Liechtensteiner Polka.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,084 - Perry Como - Kewpie Doll,,,Billboard Top 100 Hits Of 1958 - 084 - Perry Como - Kewpie Doll.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,080 - Lou Monte - Lazy Mary,,,Billboard Top 100 Hits Of 1958 - 080 - Lou Monte - Lazy Mary.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,087 - Pat Boone - Sugar Moon,,,Billboard Top 100 Hits Of 1958 - 087 - Pat Boone - Sugar Moon.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,071 - Crickets - Oh Boy,,,Billboard Top 100 Hits Of 1958 - 071 - Crickets - Oh Boy.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,049 - Elvis Presley - Hard Headed Woman,,,Billboard Top 100 Hits Of 1958 - 049 - Elvis Presley - Hard Headed Woman.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,063 - Bobby Darin - Queen Of The Hop,,,Billboard Top 100 Hits Of 1958 - 063 - Bobby Darin - Queen Of The Hop.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,065 - Elvis Presley - I Got Stung,,,Billboard Top 100 Hits Of 1958 - 065 - Elvis Presley - I Got Stung.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,078 - Paul Anka - You Are My Destiny,,,Billboard Top 100 Hits Of 1958 - 078 - Paul Anka - You Are My Destiny.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,047 - Crescendos - Oh Julie,,,Billboard Top 100 Hits Of 1958 - 047 - Crescendos - Oh Julie.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,070 - Four Preps - Big Man,,,Billboard Top 100 Hits Of 1958 - 070 - Four Preps - Big Man.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,020 - Danny And The Jrs - At The Hop,,,Billboard Top 100 Hits Of 1958 - 020 - Danny And The Jrs - At The Hop.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,092 - Olympics - Western Movies,,,Billboard Top 100 Hits Of 1958 - 092 - Olympics - Western Movies.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,076 - Peggy Lee - Fever,,,Billboard Top 100 Hits Of 1958 - 076 - Peggy Lee - Fever.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,012 - Sheb Wolley - The Purple People Eater,,,Billboard Top 100 Hits Of 1958 - 012 - Sheb Wolley - The Purple People Eater.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,061 - Mitch Miller - March From The River Kwai And Colonel B,,,Billboard Top 100 Hits Of 1958 - 061 - Mitch Miller - March From The River Kwai And Colonel B.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,060 - Playmates - Beep Beep [The Little Nash Rambler],,,Billboard Top 100 Hits Of 1958 - 060 - Playmates - Beep Beep [The Little Nash Rambler].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,093 - Roy Hamilton - Don't Let Go,,,Billboard Top 100 Hits Of 1958 - 093 - Roy Hamilton - Don't Let Go.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,010 - Dean Martin - Return To Me,,,Billboard Top 100 Hits Of 1958 - 010 - Dean Martin - Return To Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,097 - Royaltones - Poor Boy,,,Billboard Top 100 Hits Of 1958 - 097 - Royaltones - Poor Boy.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,083 - Jimmy McCracklin - The Walk,,,Billboard Top 100 Hits Of 1958 - 083 - Jimmy McCracklin - The Walk.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,022 - Elvis - Wear My Ring Around Your Neck,,,Billboard Top 100 Hits Of 1958 - 022 - Elvis - Wear My Ring Around Your Neck.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1958,021 - Coasters - Yakety Yak,,,Billboard Top 100 Hits Of 1958 - 021 - Coasters - Yakety Yak.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,069 - Johnny Otis Show - Willie And The Hand Jive,,,Billboard Top 100 Hits Of 1958 - 069 - Johnny Otis Show - Willie And The Hand Jive.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1958,085 - George Hamilton IV - Why Don't They Understand,,,Billboard Top 100 Hits Of 1958 - 085 - George Hamilton IV - Why Don't They Understand.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,047 - Jerry Wallace - Primrose Lane,,,Billboard Top 100 Hits Of 1959 - 047 - Jerry Wallace - Primrose Lane.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,095 - Jan & Dean - Baby Talk,,,Billboard Top 100 Hits Of 1959 - 095 - Jan & Dean - Baby Talk.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,033 - Sammy Turner - Lavender Blue [Dilly Dilly],,,Billboard Top 100 Hits Of 1959 - 033 - Sammy Turner - Lavender Blue [Dilly Dilly].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,093 - Elvis Presley - My Wish Came True,,,Billboard Top 100 Hits Of 1959 - 093 - Elvis Presley - My Wish Came True.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,038 - Thomas Wayne - Tragedy,,,Billboard Top 100 Hits Of 1959 - 038 - Thomas Wayne - Tragedy.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,"085 - Kathy Linden - Goodbye, Jimmy, Goodbye",,,"Billboard Top 100 Hits Of 1959 - 085 - Kathy Linden - Goodbye, Jimmy, Goodbye.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,058 - Duane Eddy - 40 Miles Of Bad Road,,,Billboard Top 100 Hits Of 1959 - 058 - Duane Eddy - 40 Miles Of Bad Road.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,083 - Ricky Nelson - Sweeter Than You,,,Billboard Top 100 Hits Of 1959 - 083 - Ricky Nelson - Sweeter Than You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,079 - Jack Scott - Goodbye Baby,,,Billboard Top 100 Hits Of 1959 - 079 - Jack Scott - Goodbye Baby.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,012 - Paul Anka - Put Your Head On My Shoulder,,,Billboard Top 100 Hits Of 1959 - 012 - Paul Anka - Put Your Head On My Shoulder.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,029 - The Drifters - There Goes My Baby,,,Billboard Top 100 Hits Of 1959 - 029 - The Drifters - There Goes My Baby.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,066 - Ray Anthony - Peter Gunn Theme,,,Billboard Top 100 Hits Of 1959 - 066 - Ray Anthony - Peter Gunn Theme.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,094 - Ivo Robic - Morgen,,,Billboard Top 100 Hits Of 1959 - 094 - Ivo Robic - Morgen.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,052 - Franck Pourcel - Only You,,,Billboard Top 100 Hits Of 1959 - 052 - Franck Pourcel - Only You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,086 - Reg Owen - Manhattan Spiritual,,,Billboard Top 100 Hits Of 1959 - 086 - Reg Owen - Manhattan Spiritual.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1959,065 - Skyliners - Since I Don't Have You,,,Billboard Top 100 Hits Of 1959 - 065 - Skyliners - Since I Don't Have You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1960,098 - Anita Bryant - My Little Corner Of The World,,,Billboard Top 100 Hits Of 1960 - 098 - Anita Bryant - My Little Corner Of The World.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1960,066 - Browns - The Old Lamplighter,,,Billboard Top 100 Hits Of 1960 - 066 - Browns - The Old Lamplighter.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1960,073 - Jeanne Black - He'll Have To Stay,,,Billboard Top 100 Hits Of 1960 - 073 - Jeanne Black - He'll Have To Stay.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1960,020 - Jimmy Jones - Handy Man,,,Billboard Top 100 Hits Of 1960 - 020 - Jimmy Jones - Handy Man.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1960,063 - Johnny Burnette - You're Sixteen,,,Billboard Top 100 Hits Of 1960 - 063 - Johnny Burnette - You're Sixteen.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1960,012 - Johnny Horton - North To Alaska,,,Billboard Top 100 Hits Of 1960 - 012 - Johnny Horton - North To Alaska.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1960,091 - Joe Jones - You Talk Too Much,,,Billboard Top 100 Hits Of 1960 - 091 - Joe Jones - You Talk Too Much.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1960,041 - Brook Benton - Kiddo,,,Billboard Top 100 Hits Of 1960 - 041 - Brook Benton - Kiddo.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1960,058 - Johnny Preston - Cradle Of Love,,,Billboard Top 100 Hits Of 1960 - 058 - Johnny Preston - Cradle Of Love.mp3,❓ Poor matches - potentially rare
