File Path,Filename,Artist,Title,Album,Year,YouTube Results,Best Match Score,Match Quality,Analysis
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/20 McQueen and Sally.m4a,20 McQueen and Sally.m4a,Randy Newman,McQueen and Sally,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/18 Field Trip (Score).m4a,18 Field Trip (Score).m4a,Thomas Newman,Field Trip (Score),Disney / Pixar Greatest (Original Soundtrack),2009,5,100,Very good match,✅ Readily available
"/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/14 Monsters, Inc..m4a","14 Monsters, Inc..m4a",Randy Newman,"Monsters, Inc.",Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/23 Define Dancing.m4a,23 Define Dancing.m4a,Thomas Newman,Define Dancing,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/05 Real Gone.m4a,05 Real Gone.m4a,Sheryl Crow,Real Gone,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/03 When She Loved Me.m4a,03 When She Loved Me.m4a,Sarah McLachlan,When She Loved Me,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/12 The Flik Machine (Score).m4a,12 The Flik Machine (Score).m4a,Randy Newman,The Flik Machine (Score),Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/07 Our Town.m4a,07 Our Town.m4a,James Taylor,Our Town,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/15 The Scare Floor.m4a,15 The Scare Floor.m4a,Randy Newman,The Scare Floor,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/16 Nemo Egg (Main Title).m4a,16 Nemo Egg (Main Title).m4a,Thomas Newman,Nemo Egg (Main Title),Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/19 The Incredits.m4a,19 The Incredits.m4a,Michael Giacchino,The Incredits,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/17 First Day.m4a,17 First Day.m4a,Thomas Newman,First Day,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/24 First Date.m4a,24 First Date.m4a,Thomas Newman,First Date,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/13 The Cleaner.m4a,13 The Cleaner.m4a,Randy Newman,The Cleaner,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/21 Wall Rat.m4a,21 Wall Rat.m4a,Michael Giacchino,Wall Rat,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/06 Life Is a Highway.m4a,06 Life Is a Highway.m4a,Rascal Flatts,Life Is a Highway,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/22 Colette Shows Him Le Ropes (Score).m4a,22 Colette Shows Him Le Ropes (Score).m4a,Michael Giacchino,Colette Shows Him Le Ropes (Score),Disney / Pixar Greatest (Original Soundtrack),2009,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/04 If I Didn't Have You.m4a,04 If I Didn't Have You.m4a,Billy Crystal & John Goodman,If I Didn't Have You,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/10 Infinity and Beyond.m4a,10 Infinity and Beyond.m4a,Randy Newman,Infinity and Beyond,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/08 Le Festin.m4a,08 Le Festin.m4a,Camille,Le Festin,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Disney _ Pixar Greatest (Original Soundtrack)/09 Down to Earth.m4a,09 Down to Earth.m4a,Peter Gabriel,Down to Earth,Disney / Pixar Greatest (Original Soundtrack),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Billboard Hot 100 Songs 2013/65 Little Talks.m4a,65 Little Talks.m4a,Of Monsters and Men,Little Talks,Billboard Hot 100 Songs 2013,2011,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Billboard Hot 100 Songs 2013/21 Cups (Pitch Perfect's _When I_m Gone_).m4a,21 Cups (Pitch Perfect's _When I_m Gone_).m4a,Anna Kendrick,Cups (Pitch Perfect's “When I’m Gone”),Billboard Hot 100 Songs 2013,2013,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Billboard Hot 100 Songs 2013/24 Clarity (feat. Foxes).m4a,24 Clarity (feat. Foxes).m4a,Zedd,Clarity (feat. Foxes),Billboard Hot 100 Songs 2013,2012,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-02 Wasteland.m4a,1-02 Wasteland.m4a,The Mission,Wasteland,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-21 Human Beat Box  (Re-Recorded _ Remastered).m4a,1-21 Human Beat Box  (Re-Recorded _ Remastered).m4a,Fat Boys,Human Beat Box  (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-12 Let The Music Play (Re-Recorded _ Remastered).m4a,1-12 Let The Music Play (Re-Recorded _ Remastered).m4a,Shannon,Let The Music Play (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-18 Jam On It  (Re-Recorded _ Remastered).m4a,2-18 Jam On It  (Re-Recorded _ Remastered).m4a,Newcleus,Jam On It  (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-16 Wild Wild West (Re-Recorded _ Remastered).m4a,1-16 Wild Wild West (Re-Recorded _ Remastered).m4a,The Escape Club,Wild Wild West (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-25 Break My Stride.m4a,1-25 Break My Stride.m4a,Howard Burns,Break My Stride,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-33 King Of Wishful Thinking (Live).m4a,2-33 King Of Wishful Thinking (Live).m4a,Go West,King Of Wishful Thinking (Live),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-32 Send Me An Angel  (1983 Remix) (Re-Recorded _ Remastered).m4a,1-32 Send Me An Angel  (1983 Remix) (Re-Recorded _ Remastered).m4a,Real Life,Send Me An Angel  (1983 Remix) (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-27 Forever Young.m4a,1-27 Forever Young.m4a,Tiffany,Forever Young,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-16 Take My Breath Away  (Re-Recorded _ Remastered).m4a,2-16 Take My Breath Away  (Re-Recorded _ Remastered).m4a,Berlin,Take My Breath Away  (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,99,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-17 My House.m4a,2-17 My House.m4a,Shannon,My House,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-08 Kuvala (Wazari Full Blown Trancefuric Mix).m4a,2-08 Kuvala (Wazari Full Blown Trancefuric Mix).m4a,RinneRadio,Kuvala (Wazari Full Blown Trancefuric Mix),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-04 Boogie Oogie Oogie (re-recorded_remastered ).m4a,1-04 Boogie Oogie Oogie (re-recorded_remastered ).m4a,A Taste of Honey,Boogie Oogie Oogie (re-recorded/remastered ),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-06 Make A Circuit With Me.m4a,2-06 Make A Circuit With Me.m4a,The Polecats,Make A Circuit With Me,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-28 The Promise (Studio 1987 Version).m4a,2-28 The Promise (Studio 1987 Version).m4a,When In Rome,The Promise (Studio 1987 Version),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-33 Satisfaction.m4a,1-33 Satisfaction.m4a,DJ Banger,Satisfaction,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-07 Chop Suey! (Fredco Mix).m4a,2-07 Chop Suey! (Fredco Mix).m4a,Reedom,Chop Suey! (Fredco Mix),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,60,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-32 I Feel For You (Live).m4a,2-32 I Feel For You (Live).m4a,Chaka Khan,I Feel For You (Live),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-34 Jenny _ 867-5309 (Re-Recorded _ Remastered).m4a,2-34 Jenny _ 867-5309 (Re-Recorded _ Remastered).m4a,Tommy Tutone,Jenny / 867-5309 (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,94,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-20 Destination Unknown (Re-Recorded _ Remastered).m4a,1-20 Destination Unknown (Re-Recorded _ Remastered).m4a,Missing Persons,Destination Unknown (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-01 You Sexy Thing  (Re-Recorded _ Remastered).m4a,2-01 You Sexy Thing  (Re-Recorded _ Remastered).m4a,Hot Chocolate,You Sexy Thing  (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-14 The Breaks (Re-Recorded _ Remastered).m4a,1-14 The Breaks (Re-Recorded _ Remastered).m4a,Kurtis Blow,The Breaks (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-35 Only The Lonely  (Re-Recorded _ Remastered).m4a,1-35 Only The Lonely  (Re-Recorded _ Remastered).m4a,The Motels,Only The Lonely  (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-17 Shiny Disco Balls.m4a,1-17 Shiny Disco Balls.m4a,Chrissy Hurt & Fredco,Shiny Disco Balls,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,74,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-10 Bang On The Drum (Re-Recorded _ Remastered).m4a,1-10 Bang On The Drum (Re-Recorded _ Remastered).m4a,Todd Rundgren,Bang On The Drum (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-05 Cars (live).m4a,2-05 Cars (live).m4a,Gary Numan,Cars (live),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,94,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-23 Sex Shooter.m4a,1-23 Sex Shooter.m4a,Shannon,Sex Shooter,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-19 Walking In L.A. (Re-Recorded _ Remastered).m4a,2-19 Walking In L.A. (Re-Recorded _ Remastered).m4a,Missing Persons,Walking In L.A. (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-13 Something About You (Live).m4a,2-13 Something About You (Live).m4a,Level 42,Something About You (Live),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-11 Desire (Come And Get It) (Re-Recorded _ Remastered).m4a,2-11 Desire (Come And Get It) (Re-Recorded _ Remastered).m4a,Gene Loves Jezebel,Desire (Come And Get It) (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/2-20 I Found A Way.m4a,2-20 I Found A Way.m4a,DJ Mendoza,I Found A Way,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-07 Dancing In Heaven.m4a,1-07 Dancing In Heaven.m4a,La Douche,Dancing In Heaven,Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Compilations/Brüno - Gay Pride Favorites (Re-Recorded _ Remastered Versions)/1-18 Flashdance...What A Feeling (Re-Recorded _ Remastered).m4a,1-18 Flashdance...What A Feeling (Re-Recorded _ Remastered).m4a,Irene Cara,Flashdance...What A Feeling (Re-Recorded / Remastered),Brüno - Gay Pride Favorites (Re-Recorded / Remastered Versions),2009,5,98,Very good match,✅ Readily available
